category,text
politics,Իսրայելական հետախուզությունը տարիներ շարունակ հետևել է Թեհրանում փողոցների երթևեկությանը՝ հասանելիություն ունենալով ճանապարհային լուսացույցերի գրեթե ամբողջ համակարգին
politics,"«Ինչո՞ւ չեք կարծում, որ այդ ձայնագրությունները ենթադրաբար ներդրված սադրիչների խոսակցություններ են»․ Գոհար Մելոյան"
politics,Ալիև. Հուսով եմ՝ այս տարի կստորագրենք խաղաղության պայմանագիրը
politics,"Չափազանց մեծ է հավանականությունը, որ առաջիկա օրերին ԱՄՆ-ն կհարվածի Իրանին. Սուրեն Սարգսյան"
politics,Ընտրություններին մասնակցության բաշխվածությունն ըստ մարզերի
politics,Ընտրություններին ընդառաջ ընտրական օրենսգրքի փոփոխությունները կարող են վնասել առաջատար ընդդիմադիր ուժին. IODA
politics,Բրյուսելը 300 միլիոն եվրո է տրամադրում կառավարության քննադատների վերաբերյալ «ապատեղեկատվությանը» հակազդելու համար. Ռոբերտ Ամստերդամ
politics,«Չգիտեմ՝ ընդդիմադիր ասելով՝ ինչ նկատի ունեք․ մեզ համար ռևանշիստներ են»․ Լևոն Շիրինյանի ղեկավարած ուժի ներկայացուցիչ
politics,«365 հաղթանակ 365 օրում». Հայաստանի և Ադրբեջանի միջև խաղաղությունը նշված է որպես Թրամփի 143-րդ նվաճում
politics,Ռուբինյանը և Պլեպիտեն քննարկել են Հայաստան-ԵՄ հարաբերությունների սերտացման հեռանկարները
politics,ՀՀ անկախության պաշտպանության մարտերում պետք է լինենք մեկ ճակատում. ՀԱԿ համագումարում կուսակցությունները բարձրաձայնում են ընդդիմադիր ուժերի կոնսոլիդացման մասին
politics,Մարտունիի քաղաքապետն ուղղորդում է քաղաքացիներին․ խախտումների ահազանգեր ընտրատեղամասերից
politics,"«Շնորհակալ ենք, մեր ցավը կիսելու համար»․ զոհվածի հայրը՝ Նարեկ Կարապետյանին"
politics,"Եթե չունես դիմադրության առանցք, ապա քեզ, ժպիտները դեմքերին, Եվրածափերի տակ կարող են հոշոտել. Վահե Հովհաննիսյան"
politics,«Մենք որդեգրել ենք խաղաղության օրակարգը և այս օրակարգով առաջ ենք շարժվում»․ ՔՊ-ական պատգամավորը՝ Ալիեւի ելույթին չարձագանքելու մասին
politics,Հայաստանում ապրող իրանցիներն ու իրանահայերը բողոքի ցույցի են դուրս եկել Իրանի դեսպանատան առջև․ ոստիկանները խոչընդոտել են ակցիայի մասնակիցների երթը․ «Ազատություն»
politics,"Զելենսկի. Հիմա հենց այն պահն է, որ Եվրամիությունն իրական աջակցություն ցուցաբերի Հայաստանին"
politics,Մարտի 1-ի գործով հանրային քրհետապնդում է հարուցվել ԱԱԾ նախկին տնօրեն Գորիկ Հակոբյանի և 4 աշխատակցի նկատմամբ
politics,"ԵՄ-ն շարունակելու է խորացնել Հայաստանի հետ գործընկերությունը՝ ընդլայնելով համագործակցությունը էներգետիկայի, առևտրի, թվայնացման ոլորտներում"
politics,«Թշնամին տեսել է Հայոց բանակի հաղթական ոգին. տեսել ու սարսափել է հայ զինվորի աներևակայելի սխրանքներից». Սերժ Սարգսյանի ուղերձների կարևոր շեշտադրումները
politics,"«Բացարձակ հաղթանակի համար անհրաժեշտ է, որ հանձնաժողովի անդամները, մեր վստահված անձինք ուշադիր հետևեն հաշվարկներին»․ Սամվել Կարապետյան"
politics,"Շատ խորհրդանշական է, որ նույն տարածաշրջանից չորս ներկայացուցիչներ միասին նստած քննարկում են համագործակցությունն ու այն ապագան, որը միասին են պատկերացնում․ Վահան Կոստանյան"
politics,"Ով կմտածեր, որ 111 տարի անց մենք՝ լինելով հայ, ապրելով Հայաստանում, կպայքարենք մեզ մեր հիշողությունից չզրկելու, ցեղասպանության ուրացումը կանխելու համար. Տաթևիկ Հայրապետյան"
politics,"«Ով հայտարարում է, որ իշխանափոխությունից հետո, վաղը անմիջապես վերադարձնելու է Արցախը, նա կամ խելք չունի, կամ արկածախնդիր է»․ Անդրանիկ Թևանյան"
politics,"Կանգնած ենք ճակատագրական ընտրության առաջ. սեփական երկրում օտարների օրակա՞րգն առաջ տանել, թե՞ պաշտպանել Հայաստանի ինքնիշխանությունը. հայտարարություն"
politics,ՀՀԿ կենտրոնական գրասենյակում տեղի է ունեցել հանդիպում ԵԱՀԿ ԺՀՄԻԳ-ի ներկայացուցիչների հետ
politics,"Անկախությունն ապրում է այնքան ժամանակ, քանի դեռ կա այն պաշտպանելու կամք. Մեսրոպ Առաքելյան"
politics,"Փաշինյանն այսօր ամեն ինչ անում է, որ Հայաստանը դարձնի գերտերությունների բախման կենտրոն. Սամվել Կարապետյան"
politics,"Եվրամիությունը չի թաքցնում, որ ՀՀ-ում նոր քաղաքացիական առաքելությունը իրենց հնարավորություն կտա ազդել ընտրությունների արդյունքի վրա. Զախարովա"
politics,Հանրային դաշինք. միահեծան իշխանությունը բացառելու նախաձեռնություն
politics,Մենք մուկ ենք տշում առանց պետական միջոցների ու պարգևավճարների․ «Բոլորին դեմ եմ»-ի յուրօրինակ քարոզարշավը
politics,"«Իրանում պատերազմ էր, դուք «ուրախ ավտոբուսով» շրջում էիք»․ Սուրեն Պապիկյանի արձագանքը"
politics,Վերդիի «Ռեքվիեմ»-ի հնչյունների ներքո մենք լռությամբ ու խոր հարգանքով ոգեկոչում ենք Հայոց ցեղասպանության նահատակների հիշատակը. «Միասնության թեւեր»
politics,"Խնդիրն այն չէ, որ Փաշինյանը չի գա ԵԱՏՄ գագաթնաժողովին, այլ այն, որ դա համակարգ է դառնում. Զախարովա"
politics,Միխայիլ Գալուզինը և Գուրգեն Արսենյանը քննարկել են Մոսկվայում Պուտին-Փաշինյան հանդիպումից հետո ձեռք բերված պայմանավորվածությունները
politics,"Մարդը հպարտանում է, որ իրեն ստորացնողը որոշակի պարբերությամբ բենզինի կամ ցորենի տեսքով կռճոն է ուղարկում. Տիգրան Աբրահամյան"
politics,"«Վաղը, մյուս օրը Թրամփը չլինի, ո՞նց եք խաղաղությունը պահելու»․ բանավեճ Արսեն Թորոսյանի և Նոր Նորքի բնակչուհու միջև"
politics,Կուսակցություններն իրավունք չունեն իրենց նախընտրական արշավն իրականացնել՝ արցախցիներին վիրավորելով. Լիանա Պետրոսյան
politics,Հայաստանը չպետք է ինտեգրվի Եվրամիությանը՝ ԵԱՏՄ-ի հաշվին. Պեսկով
politics,"Ուկրաինայի համաձայնագրի շրջանակում ԵՄ-ն մտադիր է պահանջել ռուսական զորքերի դուրսբերում Հայաստանից, Բելառուսից, Վրաստանից և Մերձդնեստրից"
politics,"Բողբոջած, կենդանի ծառերը հատվում են այն պահին, երբ Երևանը խեղդվում է փոշուց, արտանետումներից. Մեսրոպ Առաքելյան"
politics,"Միակ խափանման միջոցը, որը կօգնի, որ իմ ազդեցությունը չեզոքացվի, մահապատիժն է. Արշակ սրբազան"
politics,"Էական դեր ունի նաև Իրանի ներքաղաքական իրավիճակը։ Արդյո՞ք ԻԻՀ-ում կան անհատներ, որոնք պատրաստ են կոմպրոմիսներ փնտրել և կարող են համոզել ռազմա-քաղաքական ուժերին՝ գնալ պատերազմը կանգնեցնելու ճանապարհով. Արտակ Զաքարյան"
politics,"«Որևէ մեկը բարոյական իրավունք չունի ասելու՝ ես մասնակցեմ ընտրություններին, թե ոչ»․ Վահան Բաբայան. «Ա1+»"
politics,Իրանի և Սիրիայի կայունությունն ու համահունչ զարգացումը կարևոր է Մերձավոր Արևելքում իրական խաղաղության համար. Արմեն Գևորգյան
politics,"«Բարգավաճ Հայաստան»-ը դիմելու է վերահաշվարկի համար, հետամուտ է լինելու ընտրախախտումների բացահայտմանը. Իվետա Տոնոյան"
politics,Թուրք պաշտոնյան՝ Կարս-Գյումրի երկաթուղու և տարածաշրջանային հարաբերությունների կարգավորման մասին
politics,Դուք նախընտրեցիք տեսնել Հայաստանի միայն «նիկոլական» կողմը. Միքայել Մինասյանը՝ Մակրոնին
politics,"Եթե Փաշինյանը հաղթի ընտրություններում, Ռուսաստանը չպետք է ճանաչի արդյունքները. Զատուլին"
politics,Սամվել Կարապետյանի կալանքի ժամկետի երկարաձգման որոշմամբ իշխանությունը հերթական անգամ վերահաստատեց իր պարտությունը. Տիգրան Դումիկյան
politics,ԱՄՆ-ն ողջունում է Հայաստանի և Թուրքիայի միջև երկկողմ առևտրի սահմանափակումները հանելու մասին հայտարարությունը
politics,"Փաշինյանն այնքան թույլ է իրեն զգում և այնքան է վախենում Սամվել Կարապետյանից, որ նրան խոսելու հնարավորություն չի տալիս. Նարեկ Կարապետյան"
politics,Առաջարկվում է հարկային և մաքսային ծառայության պաշտոններ զբաղեցնողների նշանակման պայմաններից հանել վերապատրաստում անցած լինելու վերաբերյալ պայմանը
politics,Ռոբերտ Քոչարյանը՝ Նիկոլ Փաշինյանի հավաքագրված գործակալ լինելու մասին իրեն զեկուցելու մասին
politics,"Գյումրիում 2018թ.–ին բնակարանի մեկ քմ–ն արժեր 89.300 դրամ, 2025–ին՝ 214.900 դրամ. անհասկանալի աճ է. «Մեր ձևով» շարժման անդամ"
politics,«Դելֆի տնտեսական ֆորում»-ում պանելային քննարկմանը Արմեն Գրիգորյանն անդրադարձել է տարածաշրջանային անվտանգային իրավիճակին
politics,"«Այդ հայտարարությունները որտե՞ղ են հնչել, ես ծանոթ չեմ այդպիսի հայտարարությունների»․ Արմեն Գրիգորյանը՝ Զելենսկու՝ Երևանում ընդդեմ ՌԴ-ի հայտարարությունների մասին"
politics,Փաշինյանը Դավոսում մասնակցում է «Խաղաղության խորհրդի» նիստին և Կանոնադրության ստորագրման արարողությանը
politics,Ադրբեջանը մոլորեցրե՞լ է փորձագետներին՝ դրդելով նրանց մասնակցել Ռուբեն Վարդանյանի մասին ֆիլմին
politics,ՀՀ-ում ՌԴ դեսպանը՝ Գուրգեն Արսենյանին ՌԴ ԱԳՆ կանչելու մասին․ «Ավելացնելու բան չունեմ»
politics,«Սեւ պատուհաններով «ուրախ ավտոբուսը» նրանց թույլ չի տալիս իրականությունը տեսնել․ պետք է մերժել այս իշխանությանը»․ Լիլիթ Գալստյան
politics,ՀՀ ժամանած Ադրբեջանի փոխվարչապետ Շահին Մուստաֆաևը ցանկություն է հայտնել այցելել իր ծննդավայր՝ Նոյեմբերյանի Ջուջևան գյուղ. Shamshyan.com
politics,Փաշինյանը բոլոր ջանքերը գործադրում է ընտրություններից առաջ քաղաքական դաշտը մաքրելու համար՝ նշվում է ՌԴ ԳԱ ինստիտուտի զեկույցում
politics,Ընդունելություն՝ տեսակապի միջոցով. տեղաշարժման դժվարություն ունեցող քաղաքացիների համար պատգամավորների հետ շփման նոր գործիք
politics,ԱՄՆ փոխնախագահը ժամանել է Բաքու
politics,"«Դուք աշխատատեղե՞ր եք ստեղծել, թե՞ թվեր եք ստեղծել». Ռուբեն Մխիթարյան"
politics,"«Մարտին կունենանք նոր սահմանադրության տեքստ, եւ մեր իրազեկման արշավը պետք է հիմիկվանից սկսենք»․ Սրբուհի Գալյան"
politics,Փաշինյանը և Մեցոլան քննարկել են ՀՀ-ԵՄ համագործակցության հետագա զարգացման հեռանկարները
politics,"Աննա Մկրտչյան. «Էլիտայի լավագույն հատվածին իր տերերի հետ միասին դավադիր պատերազմով հանձնել է արցախյան ու հայաստանյան հողին, մյուս հատվածին ուղարկել է Բաքու»"
politics,Հայաստանում դատարանի միջամտությունը եկեղեցու կառավարմանը հարուցում է սահմանադրականության և իրավունքի գերակայության հետ կապված լուրջ մտահոգություններ. «Amsterdam & Partners»
politics,"«Իշխանափոխությունից հետո կպարզվի, թե որ երկրի գործակալներ եք դուք եղել, այս ամենին պատասխան կտրվի»․ Արծվիկ Մինասյան"
politics,"Պատրաստ եմ լսել դառը խոսքեր, սրտացավ առաջարկներ՝ իրական, դժվար, ամենօրյա կյանքի մասին, որ միասին գտնենք լուծումները. Գագիկ Ծառուկյան"
politics,"Ստացվում է՝ մենք ընտրելու իրավունք չունենք և մեր ապրանքը վաճառելու համար պարտադրված ենք ընտրել նրանց, ում Ռոսգոսսելխոզնադզորը կբարեհաճի. Արամ Սարգսյան"
politics,"Խաղաղությունը, որին երկար ժամանակ ձգտել ենք, այսօր դարձել է շոշափելի իրականություն. Արմեն Գրիգորյանը՝ ՀՀ-ում ԵՄ առաքելության տարեդարձին"
politics,Երկրների ղեկավարների մասնակցության ամենացածր թիվը գրանցվել է Եվրոպական քաղաքական համայնքի երևանյան գագաթնաժողովում. ԻՔՄ
politics,Կառավարությունում միջազգային գործընկերների հետ քննարկվել է «Խաղաղության խաչմերուկ» նախաձեռնությունը
politics,"«Ինչքան շատ ընդդիմադիր ուժեր անցնեն խորհրդարան, ինձ համար լավ է, իմ երկրի համար էլ է օգուտ»․ Արման Թաթոյան"
politics,"Իրանը բազմիցս ցույց է տվել, որ լարվածության պահերին հենվում է ժամանակի, հաշվարկի և հակառակորդին մաշելու վրա, ոչ թե հուզական արձագանքի. Էհսան Մովահեդիան"
politics,Վստահ եմ՝ համատեղ ուժերով վերգտնելու ենք Բանակի տոնի իրական խորհուրդն ու արժեքը. Արթուր Վանեցյան
politics,«Սուտ է ասում՝ բանակի համազգեստը չի փոխվել․ հունվարին ԱՄՆ-ից շքերթի համար 3000 ձեռք ֆորմա է բերել»․ Գեղամ Մանուկյան
politics,Ֆիդան. Մենք կարիք ունենք ստեղծելու տարածաշրջանային անվտանգության կառույց
politics,"«Զորքը մտել է արգելոց, կարո՞ղ է պատահի` մտել է բնությունը պահպանելու, պարզ է, որ մտել են՝ նվաճելու, ծառերը կտրելու համար»"
politics,"Հուսով ենք՝ Լատվիայի աջակցությամբ նաև կկարողանանք առաջ մղել ﬔր բարեփոխուﬓերի օրակարգը, որն անկյունաքարային է կյանքի կոչելու Հայաստանի՝ ԵՄ անդամակցության ձգտուﬓերը. Վահագն Խաչատուրյան"
politics,ԿԸՀ-ն ուժը կորցրած է ճանաչել պատգամավորի 18 թեկնածուի գրանցումը
politics,«Պատրաստ ենք քննարկել ՌԴ հնարավոր մասնակցությունը TRIPP-ին». Գալուզինը հիշեցրել է՝ մինչև 2038թ.-ը ՀՀ երկաթուղային ցանցը «Ռուսական երկաթուղիներ»-ի կառավարման ներքո է
politics,"«Եթե իմ ձեռքում լինի, իրենք գերության մեջ մեկ ամիս էլ չեն մնա»․ Գագիկ Ծառուկյանը՝ Բաքվում պահվող հայերի մասին"
politics,"«Գիտենք, թե Արցախի անկումը երբ է եղել, ցույցերի ժամանակ մարդիկ ձեզ էին դավաճան անվանում, հիմա դուք վեհափառի՞ն եք ասում դավաճան»․ հարց Փաշինյանին"
politics,«Խոսքն այլ պետությունների տարածքների վերաբերյալ տեսակետների մասին չէ»․ Ռոբերտ Քոչարյանը՝ Հայաստանի ազդեցության մասին
politics,Էդգար Ղազարյանը միացել է «Ուժեղ Հայաստանին»
politics,"Մեր երկրին միասնություն է պետք։ Մեզ անհրաժեշտ է մի առաջնորդ, որը չի պատկանում ո՛չ «հնին», ո՛չ էլ «նորին». Նարեկ Կարապետյան"
politics,«ՌԴ դիտորդները մեր ընտրությունները դիտարկելու երկու խողովակ ունեն՝ ԱՊՀ շրջանակներում և անհատական մեր հրավերով»
politics,"Հայաստանը դարձնել կարգավորված, անվտանգ և գրավիչ կրիպտո կենտրոն․ Ռեֆորմիստների կուսակցության ծրագրային դրույթները"
politics,"Սամվել Կարապետյան. «Հունիսի 3-ի հանրահավաքով մեր ժողովուրդը պետք է ցույց տա, որ դեմ է Փաշինյանի իշխանությանը, որ Փաշինյանը բոլորին խաբում է»"
politics,«Մի վայրկյան լռեք»․ Աննա Գրիգորյանի ելույթը վրդովեցրեց ՔՊ-ականներին
politics,Վենսը Բաքվում քննարկել է բանտարկյալների ազատ արձակման հարցը
politics,Ապշեցուցիչ զուգադիպություն է. դատավճիռը հրապարակվեց Փաշինյանի և Ալիևի՝ «Մարդկային եղբայրության համար» մրցանակ ստանալու հաջորդ օրն իսկ. «Լազարևյան ակումբ»
politics,Սա արդեն մամուլի խնդիր չէ։ Սա ժողովրդավարության գոյության հարց է. Էլինար Վարդանյան
politics,ԱԳՆ-ում ընդգծել են Հայաստանի և ՆԱՏՕ-ի միջև քաղաքական երկխոսության ակտիվ դինամիկան
politics,Միրզոյանը և Նդուհունգիրեն քննարկել են Հայաստանի և Ռուանդայի միջև երկկողմ համագործակցությունն ընդլայնելու հնարավորությունները
politics,"ՀՀ-ԵՄ անդրանիկ գագաթնաժողովում ընդունվել է հռչակագիր, ստորագրվել են փաստաթղթեր"
politics,"«Երբ պետք է՝ դառնում են արեւմտամետ, երբ պետք է՝ դառնում են խիստ ռուսամետ». Արմեն Ռուստամյանը՝ իշխանության ԵՄ-ԵԱՏՄ ուղղվածության ընտրության մասին"
politics,"«Նիկոլ Փաշինյանը մի կերպար, մի երևույթ է, և իրենով ոչ սկսվել, ոչ ավարտվել է ՀՀ-ն, իշխանության հակակշռման հարցով պետք է հանրային կարծիք ձևավորել»․ Վարդան Հարությունյան"
politics,"«Ծառուկյանը եկեղեցի կառուցող, երկրի պատիվը բարձր պահող, աշխարհին ներկայացնող ու ավելի մեծ ճանաչում տվող մարդ է». ԲՀԿ առաջնորդը պատասխանել է Նիկոլ Փաշինյանի արած վարկաբեկող հայտարարություններին"
politics,"«Վարդենիսի մասին հակառակորդն իր երազում էլ չէր կարող մտածել, իսկ այսօր հորջորջում է եւ աչք է դրել Վարդենիսի վրա»"
politics,"Ընդդիմությունը, երբ ամբողջ քաղաքական դիսկուրսը վերածում է կարտոշկի, Նիկոլն էդտեղ կրած է, որովհետեւ կարտոշկի մեջ ինքը մասնագետ է. Աշոտյան"
politics,Արդյոք հիմնավոր է պարգեւավճար տալը՝ դատական ծախսերի փոխհատուցման ու դեռ չեկած ներդրումների համար. «Առերեսում»
politics,Վահագն Խաչատուրյանը հանդիպում է ունեցել Հայաստանում գտնվող ԱՄՆ Մարշալի գերմանական հիմնադրամի միջազգային փորձագետների և լրագրողների հետ
politics,"Ֆիդանը պնդել է, որ Թուրքիայի տարածաշրջանային կապակցվածության ամրապնդման տեսանկյունից կարևոր է այսպես կոչված, Զանգեզուրի միջանցքը"
politics,"Մայիսի 28-ին իր փիառի համար Նիկոլը կասի՝ ուժեղ ենք, 29-ին նորից կվախեցնի պատերազմով. Տիգրան Դումիկյան"
politics,ՔՊ-ի գլխավոր խնդիրը արտաքին հովանավորների միջոցով երկրում իշխանության հավակնող ուժերին խաղից դուրս բերելն է. Տիգրան Աբրահամյան
politics,ՔՊ-ական նախարարը կարծում է՝ պետք է շարժվեն իրենց օրակարգով եւ շարունակեն կարկանդակ ուտել
politics,"Եթե չկանգնեցնենք ներքին թուրքին, ապա իրական թուրքն է մտնելու Հայաստան․ Կյուրեղյան"
politics,Խաղաղություն՝ ագրեսիայի արդյունքների իրավական ամրագրմա՞մբ
politics,"Ֆրանսիան չպետք է աջակցի մարդուն, որը ցեղասպանում է իր իսկ ժողովրդին. Հովհաննես Իշխանյանը՝ Էմանուել Մակրոնին"
politics,"Վաղարշակ Հարությունյանն անդրադարձել է իրականությանը չհամապատասխանող տեղեկություններին, հատկապես Գորիս-Կապան ճանապարհի հետ կապված"
politics,Դաշինքի օգտահաշվի անվանումն է՝ «Ուժեղ Հայաստան». ԿԸՀ-ն բավարարել է անվան փոփոխության դիմումը
politics,Փաշինյանը ստել է. «Զանգ» նախաձեռնության ավելի քան 60 հավաք դադարեցվել է ու մասնակիցներս տեղափոխվել ենք ոստիկանության բաժիններ. Սուրեն Սահակյան
politics,"Փաշինյանը մանիպուլացնում է. Արցախում միլիարդների դպրոցներ, ճանապարհներ և ջրագծեր են կառուցվել. Factor"
politics,"Կարևոր է արձանագրել, որ իշխող վարչախումբը ԱԺ-ում զրկվելու է սահմանադրական մեծամասնությունից. Ավետիք Չալաբյան"
politics,"«Այս ընտրությունները պետք է վերածվեն իշխանափոխության գործընթացի․ ՀՅԴ-ն միայնակ չի հաջողի, ընդդիմադիր խոշոր միավորների ճակատ պետք է ձեւավորվի»"
politics,Տեղական ավիաընկերությունները չեն կարողացել օգտվել օդի տուրքի ազատումից. քննարկվել են պետական տուրքի մասին օրենքում փոփոխությունները
politics,Փաշինյանը կիլոմետրերով հեռու է ժողովրդավարությունից. ցուցարարները՝ բրիտանացի լրագրողին
politics,Արկադի Թամազյան. Միացել եմ «Ուժեղ Հայաստան» քաղաքական թիմին
politics,ՀՀԿ-ն օրակարգ թելադրելու և փողոցը վերահսկելու իր տարբերակն ունի՝ վարչապետին անվստահություն հայտնելու տեսքով. Տիգրան Աբրահամյան
politics,"Այս պատերազմը շուտով կարող է վերածվել ոչ թե Իրանի դեմ, այլ «Իրանից հետո»-ի պատերազմի, որտեղ երևում է նաև Թուրքիան. Արտակ Զաքարյան"
politics,"«Փաշինյանը երբ բանտում էր, և ժամանակ առ ժամանակ գիշերները «հայ-հարայ, հասեք, սԸպանում են» ճիչեր էին հասնում մեզ, հենց Զարուհի Փոստանջյանն էր վազում հասնում բանտ, որ Նիկոլին փրկի հերթական անգամ «սպանվելուց»»"
politics,"«Ենթադրում եմ՝ Պուտինն ասում է՝ արագացրեք, կողմնորոշվեք»․ Վաղարշակ Հարությունյանը՝ հայ-ռուսական հարաբերությունների մասին"
politics,Պետեր դը Ռուվեր. Ուրախ եմ գտնվել բարեփոխված ու ժողովրդավարական զարգացման ուղում գտնվող Հայաստանում
politics,"Անկախ դատարաններ, ապաքաղաքական իրավական ինստիտուտներ. ինչ են խոստանում «Հանուն Հանրապետության»-ն ու «Նոր ուժը»"
politics,"Մեր հաղթանակն անխուսափելի է, դա են վկայում բոլոր սոցհարցումները. Նարեկ Կարապետյան"
politics,"Երիտասարդներին խոստացանք, որ ՈւԺեղ Հայաստանում նրանք կկարողանան բնակարան գնել. Նարեկ Կարապետյան"
politics,"«ԱԺ պատգամավորի թեկնածուն, ով գտնվում է տնային կամ վարչական կալանքի տակ, ինչպե՞ս է իր տեսլականը ներկայացնելու ընտրողին»"
politics,Արարատ Միրզոյանը ներկայացրել է հիմնական ուղղություններով 2025թ. կատարված աշխատանքները
politics,"TRIPP-ի շուրջ գերտերությունների՝ Ռուսաստանի, Իրանի, Չինաստանի ու Արևմուտքի միջև կոնսենսուս չկա. Սուրեն Պետրոսյան. «Ա1+»"
politics,Ռուսաստանը Հայաստանը ներառել է ՌԴ քաղաքացիներին՝ ԱՄՆ հարցումներով ձերբակալման բարձր ռիսկով երկրների ցանկում
politics,"«Բոլոր թոշակառուների հետ պայմանավորվածություն կա, որ ՔՊ-ին են ընտրելո՞ւ։ Չկա, չէ՞։ Դա ընտրակաշառք չի»․ Դանիել Իոաննիսյան"
politics,Վաշինգտոն-Բաքու ռազմավարական վերաիմաստավորում
politics,Արարատ Միրզոյանն ու Կայա Կալասը քննարկել են Մերձավոր Արևելքում ստեղծված իրավիճակը
politics,"«Ասում են՝ այս մեկը մեզանից ուժեղ է, այն մեկը ուժեղ է, չհասկացա, որեւէ մեկը կարող է ասել, որ մենք ուժեղ չպետք է լինե՞նք»․ Արման Թաթոյան"
politics,"ՔՊ-ն առաջատար է Շիրակի գյուղերում, նաև Վարդան Ղուկասյանի Սլաբոդկա թաղամասում․ նախնական տվյալներ"
politics,Փաստաթուղթն իսկապես լավն է. Արարատ Միրզոյան
politics,"«Եթե ասում ենք, որ Արցախը մերն է, ի՞նչը իրենց պետք է սահմանափակի հայելային ձեւով նույնը ասելու».Փաշինյանն այսպես կոչված «արեւմտյան Ադրբեջան» խոսույթի մասին"
politics,"Երեխաները նաեւ քաղաքացիներ են, ունեն իրենց դիրքորոշումները. ԿԳՄՍ փոխնախարարը՝ ՔՊ-ի քարոզարշավին նրանց ներգրավվածության մասին"
politics,"«ԵԽԽՎ համազեկուցողները տեղեկացված են ՀՀ-ում հակաժողովրդավարական գործընթացներից, բայց առկա է որոշակի քարտ բլանշ Փաշինյանին»"
politics,Սուտ 50. «ՀՔԾ քննիչների աշխատասենյակներում ՀՀ որևէ բարձրաստիճան պաշտոնյայի լուսանկար պետք է չլինի»
politics,"Մարդիկ ոչ թե մեր պետական խորհրդանիշներին են դեմ, այլ ձեզ և ձեր վարած խայտառակ քաղաքականությանը. Մարուքյան"
politics,Մակրոն. Ալիևի հետ զրույցում ընդգծեցի Ֆրանսիայի աջակցությունը Հայաստանի և Ադրբեջանի միջև խաղաղության գործընթացին
politics,"Երբ Հայ Եկեղեցուն մեղադրում են իբր պատերազմ հրահրող արտահայտությունների համար, առնվազն հարկ է չմոռանալ, որ այդպիսիք առկա են հենց կառավարության որոշումներում. Գևորգ Դանիելյան"
politics,"Խաղաղություն կլինի, երբ մեր տարածքը լիովին ազատագրված կլինի ադրբեջանական օկուպացիայից. քաղտեխնոլոգը՝ Թաթոյանի դիտարկումների մասին"
politics,"«Ատում ենք Նիկոլին վերարտադրողներին, այդ երեխեքի արյունը ձեր հոգու վրա է, հայելու մեջ նայի՝ կտեսնես». վիճաբանություն՝ Ազատության հրապարակում"
politics,"«ՀՀ քաղաքացին ընտրություն է կատարելու՝ Հայաստանը պետք է լինի «Նիժնի Տապռ» գյո՞ւղ, թե՞ Հայաստանը պետք է լինի ՀՀ»․ Նիկոլ Փաշինյան"
politics,"«Եթե քաղաքացիներն ակտիվ մասնակցեն ընտրություններին, անհնար է՝ ՔՊ-ն 70 տոկոս ունենա»․ Քրիստինե Վարդանյան"
politics,"Տիգրանաշենը Ադրբեջանի վերահսկողության տակ է լինելու, Երեւան գալու եք Ադրբեջանի խոշորացույցի տակ. Խամոյանը՝ վայքեցիներին"
politics,Օրենքը պետք է գերակայի. Մեծ Բրիտանիայի թագավորը՝ եղբոր ձերբակալության մասին
politics,"Այսօր բախվում ենք գործնական մի խնդրի․ ամռան ամիսներին արտադրում ենք մեծ քանակությամբ արևային էներգիա, սակայն չունենք բավարար պահեստավորման կարողություններ. Վահագն Խաչատուրյան"
politics,Մակրոնը պարգևատրվել է Հայաստանի Հանրապետության Փառքի շքանշանով
politics,Անհրաժեշտ ենք համարում ընտրությունների արդյունքների հետևողական վիճարկումը Սահմանադրական դատարանում՝ դրանք չեղարկելու հեռանկարով. «Հայաքվե»
politics,Հայաստանը վերածննդի նախաշեմի՞ն
politics,"Եթե Շառլ Միշելի տեսլականը հայաթափված Արցախն էր, անհրաժեշտ էր հենց սկզբից դրա մասին անկեղծ հայտարարել ու դրա դիմաց մրցանակ առաջարկել. Էդմոն Մարուքյան"
politics,Միշտ էլ սովածը կուշտին ուրիշ աչքով է նայում. Սպիտակցի կինը՝ Փաշինյանին
politics,"ԵԱՏՄ-ն իրականություն է, որից հիմա երես թեքել հնարավոր չէ, ուստի սկզբունքային է Երևանի մտադրությունների հարցը. Լեբեդև"
politics,Վերջին տարիներին հարյուր հազարավոր մարդկանց աչքեր բացվեցին. Արմեն Աշոտյան
politics,ՀՀ կառավարությունը Խաղաղության խորհրդի կանոնադրությունը վավերացնելու գործընթաց է սկսում․ կդիմեն Սահմանադրական դատարան
politics,Սուտ 49. «Հայաստանում տուրիզմը աննախադեպ աճ է ապրում»
politics,"«11 մլն դոլարի հետախուզական դրոնների վաճառք ենք հաստատել Հայաստանի համար, նախագահ Թրամփը լավ գիտի խաղաղություն ապահովելու լավագույն ձևը»․ Ջեյ Դի Վենս"
politics,"«Մայիսի 28-ին կտեսնեք, թե ինչ է արել Ֆրանսիայի նախագահը Հայաստանի համար»․ Նիկոլ Փաշինյան"
politics,Ալեն Սիմոնյանը և Քևին Հեմիլթոնը քննարկել են ՀՀ-ՆԱՏՕ փոխգործակցությանը վերաբերող հարցեր
politics,«Թուրքական նոր սպառնալիք է հասունանում». Իսրայելի նախկին վարչապետ
